289,17,876.3759999999988,618,1776,3831,0.17157223183391007,0.14186851211072665,30,115879.01200000003
962,17,2587.435000000011,2079,5823,12479,0.17157223183391007,0.14186851211072665,30,372050.618
142,17,429.8489999999997,321,883,1907,0.17157223183391007,0.14186851211072665,30,45583.998999999974
764,17,2233.2880000000005,1656,4634,9928,0.17157223183391007,0.14186851211072665,30,322113.13899999973
270,17,780.8479999999995,596,1631,3509,0.17157223183391007,0.14186851211072665,30,91662.55100000005
265,17,686.6129999999991,575,1573,3382,0.17157223183391007,0.14186851211072665,30,99425.03299999994
596,17,1723.663000000001,1286,3611,7748,0.17157223183391007,0.14186851211072665,30,247226.19400000034
466,17,1313.1030000000007,1002,2840,6087,0.17157223183391007,0.14186851211072665,30,182679.56399999995
253,17,680.8190000000001,571,1518,3277,0.17157223183391007,0.14186851211072665,30,92499.44699999993
659,17,1863.329999999998,1436,4000,8588,0.17157223183391007,0.14186851211072665,30,264106.46000000025
526,17,1443.1580000000008,1157,3208,6903,0.17157223183391007,0.14186851211072665,30,180926.88400000005
316,17,934.1269999999997,706,1922,4135,0.17157223183391007,0.14186851211072665,30,110291.32799999988
258,17,841.751,553,1591,3381,0.17157223183391007,0.14186851211072665,30,98022.13100000007
865,17,2478.9640000000045,1842,5245,11232,0.17157223183391007,0.14186851211072665,30,343025.72699999984
556,17,1460.9889999999996,1197,3282,7012,0.17157223183391007,0.14186851211072665,30,212746.235
280,17,761.0549999999997,608,1682,3619,0.17157223183391007,0.14186851211072665,30,95804.28400000001
262,17,775.9879999999998,567,1580,3355,0.17157223183391007,0.14186851211072665,30,98812.64299999998
151,17,456.245,330,921,1980,0.17157223183391007,0.14186851211072665,30,68399.13499999998
548,17,1513.3919999999998,1177,3257,6972,0.17157223183391007,0.14186851211072665,30,230362.32199999996
79,17,198.31,177,480,1035,0.17157223183391007,0.14186851211072665,30,27935.81200000001
252,17,706.9429999999998,552,1539,3302,0.17157223183391007,0.14186851211072665,30,98268.55599999995
575,17,1590.0680000000013,1253,3470,7440,0.17157223183391007,0.14186851211072665,30,218078.0889999999
360,17,948.3919999999997,793,2178,4699,0.17157223183391007,0.14186851211072665,30,125628.41199999994
547,17,1694.1369999999993,1178,3412,7309,0.17157223183391007,0.14186851211072665,30,216665.97099999993
206,17,606.511,426,1244,2659,0.17157223183391007,0.14186851211072665,30,82733.89900000002
758,17,2304.513000000004,1649,4688,10059,0.17157223183391007,0.14186851211072665,30,256190.7249999999
342,17,969.3520000000009,763,2103,4525,0.17157223183391007,0.14186851211072665,30,126065.53900000002
471,17,1389.4110000000012,1006,2874,6083,0.17157223183391007,0.14186851211072665,30,188911.59899999984
860,17,2531.9910000000036,1888,5279,11310,0.17157223183391007,0.14186851211072665,30,302403.2409999999
117,17,329.23599999999993,242,699,1487,0.17157223183391007,0.14186851211072665,30,50741.73800000003
334,17,939.9870000000005,748,2089,4517,0.17157223183391007,0.14186851211072665,30,106058.787
517,17,1549.1889999999994,1111,3159,6801,0.17157223183391007,0.14186851211072665,30,208859.17000000004
628,17,1836.215000000001,1374,3861,8324,0.17157223183391007,0.14186851211072665,30,252748.54000000007
331,17,1082.45,722,2046,4380,0.17157223183391007,0.14186851211072665,30,114474.76299999992
817,17,2403.033000000003,1772,5002,10719,0.17157223183391007,0.14186851211072665,30,319083.0479999998
195,17,559.5910000000001,404,1179,2498,0.17157223183391007,0.14186851211072665,30,83380.46199999998
774,17,2221.473,1702,4694,10150,0.17157223183391007,0.14186851211072665,30,305843.65899999964
